epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.422531,2.179156,1.007144,0.142575,0.008588,2.302475,2.159557,0.542940,0.088625,"tensor(0.1811, device='cuda:0')","tensor([0.3226, 0.1143, 0.4545, 0.0455, 0.0000, 0.0000, 0.2500, 0.0000, 0.0345],
       device='cuda:0')","tensor(0.1130, device='cuda:0')","tensor(0.1560, device='cuda:0')"
1,2.299099,2.071734,0.985302,0.128833,0.000241,2.214478,2.019390,0.869725,0.108116,"tensor(0.6622, device='cuda:0')","tensor([0.9677, 0.7143, 0.9659, 0.8182, 0.2069, 1.0000, 0.9250, 0.0000, 0.0690],
       device='cuda:0')","tensor(0.5794, device='cuda:0')","tensor(0.7254, device='cuda:0')"
2,2.133204,1.924288,0.934055,0.115511,0.000013,1.965604,1.773011,0.867872,0.105805,"tensor(0.8378, device='cuda:0')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.0400, 0.7241],
       device='cuda:0')","tensor(0.8019, device='cuda:0')","tensor(0.8745, device='cuda:0')"
3,1.962745,1.769803,0.841264,0.108816,0.000010,1.777855,1.603800,0.752726,0.098782,"tensor(0.8622, device='cuda:0')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.1800, 0.7586],
       device='cuda:0')","tensor(0.8378, device='cuda:0')","tensor(0.8829, device='cuda:0')"
4,1.812641,1.638420,0.729232,0.101298,0.000011,1.627686,1.471628,0.628076,0.093251,"tensor(0.8919, device='cuda:0')","tensor([1.0000, 0.9429, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.3600, 0.7931],
       device='cuda:0')","tensor(0.8770, device='cuda:0')","tensor(0.8993, device='cuda:0')"
5,1.676490,1.518249,0.619339,0.096307,0.000011,1.485881,1.343944,0.530837,0.088853,"tensor(0.9243, device='cuda:0')","tensor([0.9677, 0.9429, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.5800, 0.8621],
       device='cuda:0')","tensor(0.9161, device='cuda:0')","tensor(0.9216, device='cuda:0')"
6,1.544715,1.399629,0.525004,0.092585,0.000011,1.349319,1.218781,0.463466,0.084191,"tensor(0.9378, device='cuda:0')","tensor([1.0000, 0.9714, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.6400, 0.8621],
       device='cuda:0')","tensor(0.9313, device='cuda:0')","tensor(0.9347, device='cuda:0')"
7,1.421257,1.286471,0.453390,0.089448,0.000011,1.220965,1.099163,0.410163,0.080786,"tensor(0.9432, device='cuda:0')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.7200, 0.8621],
       device='cuda:0')","tensor(0.9366, device='cuda:0')","tensor(0.9367, device='cuda:0')"
8,1.306818,1.179870,0.401260,0.086821,0.000011,1.102190,0.987610,0.367462,0.077833,"tensor(0.9595, device='cuda:0')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.8200, 0.8621],
       device='cuda:0')","tensor(0.9535, device='cuda:0')","tensor(0.9529, device='cuda:0')"
9,1.202607,1.082129,0.359484,0.084529,0.000012,0.991664,0.882949,0.332170,0.075498,"tensor(0.9676, device='cuda:0')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8966],
       device='cuda:0')","tensor(0.9637, device='cuda:0')","tensor(0.9629, device='cuda:0')"
