epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.397329,2.206927,0.088184,0.181579,0.000506,2.372226,2.188996,0.106107,0.172619,"tensor(0.0270, device='cuda:2')","tensor([0.3226, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:2')","tensor(0.0066, device='cuda:2')","tensor(0.0037, device='cuda:2')"
1,2.392938,2.202870,0.087834,0.181283,0.000166,2.363784,2.179179,0.105829,0.174021,"tensor(0.0351, device='cuda:2')","tensor([0.4194, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:2')","tensor(0.0084, device='cuda:2')","tensor(0.0046, device='cuda:2')"
2,2.376225,2.187351,0.087390,0.180134,0.000156,2.335953,2.153571,0.107583,0.171624,"tensor(0.1000, device='cuda:2')","tensor([0.7097, 0.0857, 0.1136, 0.0000, 0.0000, 0.0000, 0.0250, 0.0000, 0.0345],
       device='cuda:2')","tensor(0.0572, device='cuda:2')","tensor(0.1097, device='cuda:2')"
3,2.342320,2.155519,0.089193,0.177880,0.000160,2.287500,2.107932,0.116816,0.167886,"tensor(0.2946, device='cuda:2')","tensor([0.9032, 0.2000, 0.5795, 0.1591, 0.0000, 0.3333, 0.1000, 0.0000, 0.1379],
       device='cuda:2')","tensor(0.2550, device='cuda:2')","tensor(0.4798, device='cuda:2')"
4,2.288109,2.103922,0.098674,0.174317,0.000161,2.214143,2.037307,0.135576,0.163279,"tensor(0.6270, device='cuda:2')","tensor([1.0000, 0.6286, 0.9205, 0.7500, 0.1034, 0.9167, 0.7000, 0.0000, 0.4138],
       device='cuda:2')","tensor(0.5900, device='cuda:2')","tensor(0.7238, device='cuda:2')"
5,2.206786,2.025576,0.118502,0.169359,0.000164,2.105359,1.930690,0.161407,0.158529,"tensor(0.8162, device='cuda:2')","tensor([1.0000, 0.8571, 0.9773, 0.9773, 0.8621, 1.0000, 0.9750, 0.0000, 0.8276],
       device='cuda:2')","tensor(0.7890, device='cuda:2')","tensor(0.7828, device='cuda:2')"
6,2.088988,1.911681,0.147157,0.162590,0.000163,1.945844,1.774617,0.190083,0.152218,"tensor(0.8378, device='cuda:2')","tensor([1.0000, 0.9143, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.0200, 0.7931],
       device='cuda:2')","tensor(0.8048, device='cuda:2')","tensor(0.8871, device='cuda:2')"
7,1.929541,1.756707,0.182400,0.154593,0.000163,1.751115,1.584029,0.217018,0.145384,"tensor(0.8676, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.1800, 0.8276],
       device='cuda:2')","tensor(0.8427, device='cuda:2')","tensor(0.8846, device='cuda:2')"
8,1.753948,1.585530,0.214742,0.146942,0.000164,1.554149,1.391272,0.229333,0.139944,"tensor(0.9000, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.4000, 0.8621],
       device='cuda:2')","tensor(0.8870, device='cuda:2')","tensor(0.9034, device='cuda:2')"
9,1.579609,1.417012,0.231085,0.139487,0.000158,1.365150,1.207985,0.233938,0.133771,"tensor(0.9405, device='cuda:2')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.6800, 0.8621],
       device='cuda:2')","tensor(0.9331, device='cuda:2')","tensor(0.9340, device='cuda:2')"
10,1.418373,1.261974,0.236723,0.132725,0.000149,1.202038,1.051308,0.230965,0.127633,"tensor(0.9541, device='cuda:2')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.7800, 0.8621],
       device='cuda:2')","tensor(0.9475, device='cuda:2')","tensor(0.9466, device='cuda:2')"
11,1.281684,1.131287,0.238627,0.126533,0.000131,1.062919,0.918469,0.235425,0.120908,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9200, 0.8966],
       device='cuda:2')","tensor(0.9717, device='cuda:2')","tensor(0.9707, device='cuda:2')"
12,1.167685,1.023257,0.237193,0.120707,0.000119,0.950859,0.812235,0.228954,0.115728,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.8966],
       device='cuda:2')","tensor(0.9733, device='cuda:2')","tensor(0.9736, device='cuda:2')"
13,1.074462,0.935137,0.233002,0.116023,0.000112,0.861056,0.726299,0.229895,0.111768,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9779, device='cuda:2')","tensor(0.9776, device='cuda:2')"
14,0.996467,0.861871,0.226964,0.111898,0.000103,0.771660,0.641444,0.229544,0.107262,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9756, device='cuda:2')","tensor(0.9763, device='cuda:2')"
15,0.931508,0.801762,0.222164,0.107528,0.000094,0.704826,0.579539,0.222456,0.103042,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9779, device='cuda:2')","tensor(0.9776, device='cuda:2')"
16,0.878667,0.753258,0.218178,0.103590,0.000087,0.650350,0.528518,0.222196,0.099612,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9779, device='cuda:2')","tensor(0.9776, device='cuda:2')"
17,0.835984,0.713861,0.216238,0.100498,0.000079,0.604168,0.484837,0.223240,0.097007,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
18,0.800757,0.681432,0.215787,0.097746,0.000071,0.562951,0.446565,0.214748,0.094911,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9756, device='cuda:2')","tensor(0.9763, device='cuda:2')"
19,0.771668,0.655083,0.210919,0.095492,0.000065,0.527251,0.412677,0.219050,0.092668,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9756, device='cuda:2')","tensor(0.9763, device='cuda:2')"
20,0.747654,0.633258,0.209738,0.093422,0.000059,0.507106,0.394069,0.213052,0.091732,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
21,0.727823,0.615150,0.207695,0.091902,0.000055,0.484209,0.372645,0.213412,0.090223,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
22,0.711659,0.600579,0.205583,0.090521,0.000051,0.457604,0.347431,0.214031,0.088770,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
23,0.697783,0.588040,0.204201,0.089323,0.000048,0.443187,0.333854,0.209840,0.088348,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
24,0.685722,0.577616,0.202212,0.087884,0.000044,0.431285,0.322691,0.213222,0.087272,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
25,0.675494,0.568646,0.200001,0.086847,0.000041,0.422081,0.314580,0.209947,0.086507,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
26,0.667298,0.561480,0.198606,0.085957,0.000038,0.414543,0.307055,0.209364,0.086551,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
27,0.660430,0.555276,0.196338,0.085520,0.000036,0.394422,0.288417,0.206627,0.085342,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
28,0.653945,0.549777,0.195695,0.084598,0.000035,0.384775,0.279429,0.205308,0.084814,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
29,0.648421,0.545294,0.193496,0.083777,0.000033,0.398973,0.292927,0.206258,0.085421,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
30,0.644234,0.541462,0.191924,0.083579,0.000030,0.386912,0.280778,0.206966,0.085437,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
31,0.639978,0.537809,0.191362,0.083033,0.000029,0.371307,0.266951,0.204225,0.083934,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
32,0.635926,0.534938,0.188339,0.082154,0.000028,0.376471,0.271375,0.202807,0.084815,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
33,0.633156,0.532322,0.186591,0.082174,0.000026,0.374406,0.269700,0.200927,0.084613,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
34,0.629998,0.530109,0.184964,0.081392,0.000025,0.368063,0.263422,0.203001,0.084341,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
35,0.627615,0.528210,0.184684,0.080936,0.000024,0.362416,0.258090,0.200531,0.084272,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
36,0.625675,0.526670,0.182066,0.080798,0.000023,0.366901,0.262553,0.198756,0.084472,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9723, device='cuda:2')","tensor(0.9726, device='cuda:2')"
37,0.623917,0.525303,0.181072,0.080507,0.000023,0.359454,0.255310,0.199627,0.084181,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
38,0.622366,0.524098,0.180678,0.080201,0.000022,0.358544,0.254512,0.198749,0.084157,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
39,0.620910,0.523128,0.179070,0.079875,0.000021,0.359378,0.255236,0.197304,0.084412,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9746, device='cuda:2')","tensor(0.9739, device='cuda:2')"
