epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.240155,2.054315,0.888227,0.176924,0.003330,1.954548,1.803235,0.440971,0.146904,"tensor(0.7973, device='cuda:1')","tensor([0.9032, 0.8857, 1.0000, 0.9773, 0.9655, 1.0000, 1.0000, 0.2600, 0.0000],
       device='cuda:1')","tensor(0.7240, device='cuda:1')","tensor(0.7448, device='cuda:1')"
1,1.842749,1.697633,0.468285,0.140386,0.004688,1.591124,1.453326,0.472291,0.133075,"tensor(0.8541, device='cuda:1')","tensor([0.9355, 0.9429, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.3000, 0.4828],
       device='cuda:1')","tensor(0.8194, device='cuda:1')","tensor(0.8612, device='cuda:1')"
2,1.552175,1.418486,0.450802,0.129140,0.004043,1.292909,1.163335,0.384719,0.125727,"tensor(0.8892, device='cuda:1')","tensor([1.0000, 0.9714, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4000, 0.6552],
       device='cuda:1')","tensor(0.8676, device='cuda:1')","tensor(0.8907, device='cuda:1')"
3,1.329167,1.201263,0.388844,0.123990,0.002575,1.069409,0.948611,0.373589,0.117062,"tensor(0.9162, device='cuda:1')","tensor([1.0000, 0.9714, 0.9886, 1.0000, 1.0000, 1.0000, 1.0000, 0.5400, 0.7931],
       device='cuda:1')","tensor(0.9058, device='cuda:1')","tensor(0.9130, device='cuda:1')"
4,1.160211,1.037769,0.375143,0.118669,0.002124,0.900265,0.784797,0.356953,0.111898,"tensor(0.9405, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.7200, 0.8621],
       device='cuda:1')","tensor(0.9361, device='cuda:1')","tensor(0.9359, device='cuda:1')"
5,1.032052,0.914963,0.362626,0.113447,0.001573,0.773049,0.662623,0.339801,0.107028,"tensor(0.9595, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8621],
       device='cuda:1')","tensor(0.9550, device='cuda:1')","tensor(0.9520, device='cuda:1')"
6,0.934456,0.821377,0.350404,0.109563,0.001197,0.668510,0.562292,0.324641,0.102971,"tensor(0.9622, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.8800, 0.8621],
       device='cuda:1')","tensor(0.9585, device='cuda:1')","tensor(0.9567, device='cuda:1')"
7,0.859417,0.749612,0.323228,0.106563,0.000999,0.589216,0.485140,0.305856,0.101018,"tensor(0.9703, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9400, 0.8966],
       device='cuda:1')","tensor(0.9680, device='cuda:1')","tensor(0.9668, device='cuda:1')"
8,0.800528,0.694570,0.308904,0.102861,0.000868,0.524779,0.425225,0.286630,0.096688,"tensor(0.9676, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9400, 0.8966],
       device='cuda:1')","tensor(0.9649, device='cuda:1')","tensor(0.9637, device='cuda:1')"
9,0.756392,0.652530,0.297579,0.100877,0.000846,0.481124,0.382339,0.272151,0.096064,"tensor(0.9703, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:1')","tensor(0.9685, device='cuda:1')","tensor(0.9672, device='cuda:1')"
