epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.400964,2.190486,0.064147,0.178388,0.001616,2.380142,2.179595,0.073684,0.163706,"tensor(0.2622, device='cuda:0')","tensor([0.5484, 0.0000, 0.7727, 0.0682, 0.0000, 0.0000, 0.0000, 0.0000, 0.3103],
       device='cuda:0')","tensor(0.1334, device='cuda:0')","tensor(0.1476, device='cuda:0')"
1,2.381623,2.173074,0.062527,0.177275,0.000978,2.344197,2.144130,0.073431,0.163351,"tensor(0.4108, device='cuda:0')","tensor([0.9032, 0.0857, 0.9773, 0.1364, 0.0000, 0.5000, 0.0000, 0.0000, 0.5862],
       device='cuda:0')","tensor(0.2929, device='cuda:0')","tensor(0.4491, device='cuda:0')"
2,2.334207,2.128313,0.061894,0.174937,0.000953,2.278135,2.079384,0.074937,0.161283,"tensor(0.6162, device='cuda:0')","tensor([0.9677, 0.4000, 1.0000, 0.5000, 0.0345, 1.0000, 0.7250, 0.0000, 0.6897],
       device='cuda:0')","tensor(0.5609, device='cuda:0')","tensor(0.7215, device='cuda:0')"
3,2.256190,2.052609,0.063230,0.171956,0.000954,2.167276,1.969789,0.076701,0.159136,"tensor(0.8189, device='cuda:0')","tensor([0.9677, 0.8286, 1.0000, 0.9318, 0.8966, 1.0000, 1.0000, 0.0000, 0.8621],
       device='cuda:0')","tensor(0.7927, device='cuda:0')","tensor(0.7876, device='cuda:0')"
4,2.125017,1.923585,0.066068,0.168389,0.000973,1.973522,1.777069,0.081304,0.155800,"tensor(0.8486, device='cuda:0')","tensor([1.0000, 0.8571, 0.9886, 1.0000, 0.9655, 1.0000, 1.0000, 0.1000, 0.8621],
       device='cuda:0')","tensor(0.8203, device='cuda:0')","tensor(0.8806, device='cuda:0')"
5,1.935549,1.735551,0.071971,0.164002,0.001017,1.735211,1.539571,0.086798,0.152241,"tensor(0.9081, device='cuda:0')","tensor([1.0000, 0.9714, 0.9886, 1.0000, 1.0000, 1.0000, 1.0000, 0.4400, 0.8621],
       device='cuda:0')","tensor(0.8961, device='cuda:0')","tensor(0.9102, device='cuda:0')"
6,1.733840,1.537172,0.077427,0.157944,0.001044,1.527489,1.335456,0.088152,0.147958,"tensor(0.9405, device='cuda:0')","tensor([1.0000, 0.9714, 0.9886, 1.0000, 1.0000, 1.0000, 1.0000, 0.6800, 0.8621],
       device='cuda:0')","tensor(0.9329, device='cuda:0')","tensor(0.9338, device='cuda:0')"
7,1.551068,1.358546,0.081934,0.151544,0.001082,1.340299,1.151595,0.092144,0.142632,"tensor(0.9622, device='cuda:0')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.8400, 0.9310],
       device='cuda:0')","tensor(0.9590, device='cuda:0')","tensor(0.9559, device='cuda:0')"
8,1.381806,1.192808,0.085776,0.146099,0.001120,1.162570,0.977714,0.095680,0.137016,"tensor(0.9676, device='cuda:0')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9200, 0.9310],
       device='cuda:0')","tensor(0.9668, device='cuda:0')","tensor(0.9639, device='cuda:0')"
9,1.229156,1.043861,0.088650,0.140958,0.001216,1.004993,0.823262,0.099715,0.131873,"tensor(0.9757, device='cuda:0')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:0')","tensor(0.9748, device='cuda:0')","tensor(0.9736, device='cuda:0')"
