epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.383955,2.227451,0.103435,0.146160,2.363862,2.213789,0.105930,0.139480,"tensor(0.1189, device='cuda:1')","tensor([0.0000, 0.0000, 0.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.0259, device='cuda:1')","tensor(0.0169, device='cuda:1')"
1,2.365207,2.210197,0.100240,0.144986,2.329706,2.182015,0.100956,0.137595,"tensor(0.1865, device='cuda:1')","tensor([0.0000, 0.0000, 0.7500, 0.0000, 0.0000, 0.0833, 0.0250, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.0491, device='cuda:1')","tensor(0.1398, device='cuda:1')"
2,2.319272,2.167331,0.098079,0.142133,2.267312,2.123550,0.102729,0.133490,"tensor(0.3946, device='cuda:1')","tensor([0.0323, 0.4571, 0.9545, 0.0909, 0.2414, 0.9583, 0.2000, 0.0600, 0.0000],
       device='cuda:1')","tensor(0.2743, device='cuda:1')","tensor(0.5478, device='cuda:1')"
3,2.249575,2.101115,0.101162,0.138344,2.179460,2.040112,0.109684,0.128380,"tensor(0.7135, device='cuda:1')","tensor([0.5806, 0.7714, 1.0000, 0.7727, 0.9655, 1.0000, 0.8250, 0.1400, 0.1724],
       device='cuda:1')","tensor(0.6475, device='cuda:1')","tensor(0.7232, device='cuda:1')"
4,2.157279,2.012643,0.107988,0.133836,2.066910,1.931716,0.117980,0.123396,"tensor(0.8351, device='cuda:1')","tensor([0.9032, 0.8857, 1.0000, 0.9545, 1.0000, 1.0000, 0.9750, 0.3200, 0.4138],
       device='cuda:1')","tensor(0.7935, device='cuda:1')","tensor(0.8193, device='cuda:1')"
5,2.042750,1.901838,0.115510,0.129361,1.926973,1.796099,0.122667,0.118607,"tensor(0.8730, device='cuda:1')","tensor([0.9355, 0.9714, 0.9773, 0.9545, 1.0000, 1.0000, 0.9750, 0.4000, 0.6897],
       device='cuda:1')","tensor(0.8491, device='cuda:1')","tensor(0.8607, device='cuda:1')"
6,1.905454,1.768427,0.122262,0.124800,1.757582,1.630724,0.125169,0.114341,"tensor(0.8892, device='cuda:1')","tensor([0.9355, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.4600, 0.7586],
       device='cuda:1')","tensor(0.8701, device='cuda:1')","tensor(0.8782, device='cuda:1')"
7,1.744622,1.610964,0.127255,0.120932,1.561573,1.438143,0.126193,0.110811,"tensor(0.9027, device='cuda:1')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 0.9750, 0.5000, 0.7586],
       device='cuda:1')","tensor(0.8875, device='cuda:1')","tensor(0.8958, device='cuda:1')"
8,1.567336,1.436524,0.131329,0.117679,1.350611,1.230415,0.127058,0.107490,"tensor(0.9216, device='cuda:1')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.5800, 0.8276],
       device='cuda:1')","tensor(0.9103, device='cuda:1')","tensor(0.9130, device='cuda:1')"
9,1.390832,1.263267,0.134234,0.114142,1.153768,1.036699,0.128317,0.104237,"tensor(0.9378, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.7000, 0.8621],
       device='cuda:1')","tensor(0.9317, device='cuda:1')","tensor(0.9296, device='cuda:1')"
10,1.232296,1.110134,0.135571,0.108605,0.981346,0.868862,0.129519,0.099533,"tensor(0.9486, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.7800, 0.8621],
       device='cuda:1')","tensor(0.9438, device='cuda:1')","tensor(0.9411, device='cuda:1')"
11,1.098687,0.982438,0.137108,0.102538,0.834948,0.727670,0.133498,0.093928,"tensor(0.9541, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8400, 0.8621],
       device='cuda:1')","tensor(0.9517, device='cuda:1')","tensor(0.9492, device='cuda:1')"
12,0.987362,0.876375,0.139644,0.097023,0.715149,0.612361,0.133833,0.089404,"tensor(0.9703, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.8966],
       device='cuda:1')","tensor(0.9688, device='cuda:1')","tensor(0.9671, device='cuda:1')"
13,0.895864,0.790405,0.140185,0.091441,0.617714,0.519338,0.135466,0.084830,"tensor(0.9730, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.8966],
       device='cuda:1')","tensor(0.9710, device='cuda:1')","tensor(0.9702, device='cuda:1')"
14,0.823267,0.722370,0.142466,0.086650,0.537270,0.442703,0.137856,0.080782,"tensor(0.9703, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:1')","tensor(0.9685, device='cuda:1')","tensor(0.9672, device='cuda:1')"
15,0.766047,0.669464,0.142514,0.082332,0.475175,0.384015,0.138432,0.077316,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9746, device='cuda:1')","tensor(0.9739, device='cuda:1')"
16,0.720258,0.627603,0.141724,0.078482,0.431516,0.343572,0.142577,0.073686,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9746, device='cuda:1')","tensor(0.9739, device='cuda:1')"
