epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.379716,2.179735,0.320641,0.167917,0.000044,2.286386,2.099446,0.304618,0.156478,"tensor(0.4595, device='cuda:2')","tensor([0.9032, 0.5143, 0.8295, 0.1591, 0.0000, 0.4583, 0.8000, 0.0000, 0.0345],
       device='cuda:2')","tensor(0.3608, device='cuda:2')","tensor(0.5026, device='cuda:2')"
1,2.267924,2.073440,0.317782,0.162706,0.000021,2.123811,1.944293,0.310010,0.148517,"tensor(0.7784, device='cuda:2')","tensor([1.0000, 0.8000, 1.0000, 0.9773, 0.7586, 1.0000, 0.9750, 0.0000, 0.4483],
       device='cuda:2')","tensor(0.7382, device='cuda:2')","tensor(0.7635, device='cuda:2')"
2,2.106496,1.921095,0.318769,0.153524,0.000021,1.921933,1.751183,0.314167,0.139334,"tensor(0.8405, device='cuda:2')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.0600, 0.7241],
       device='cuda:2')","tensor(0.8071, device='cuda:2')","tensor(0.8768, device='cuda:2')"
3,1.935485,1.760036,0.330350,0.142414,0.000022,1.740513,1.578804,0.322225,0.129486,"tensor(0.8649, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.1800, 0.7931],
       device='cuda:2')","tensor(0.8402, device='cuda:2')","tensor(0.8824, device='cuda:2')"
4,1.783868,1.618727,0.345451,0.130596,0.000022,1.586532,1.434414,0.338759,0.118242,"tensor(0.9081, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4600, 0.8276],
       device='cuda:2')","tensor(0.8973, device='cuda:2')","tensor(0.9108, device='cuda:2')"
5,1.646899,1.490638,0.354259,0.120835,0.000022,1.451644,1.306468,0.334055,0.111771,"tensor(0.9324, device='cuda:2')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.6200, 0.8621],
       device='cuda:2')","tensor(0.9252, device='cuda:2')","tensor(0.9294, device='cuda:2')"
6,1.518419,1.369703,0.349555,0.113760,0.000023,1.319580,1.182395,0.324034,0.104781,"tensor(0.9459, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.7400, 0.8621],
       device='cuda:2')","tensor(0.9403, device='cuda:2')","tensor(0.9410, device='cuda:2')"
7,1.397173,1.255306,0.340352,0.107832,0.000024,1.197291,1.066404,0.317165,0.099170,"tensor(0.9568, device='cuda:2')","tensor([1.0000, 0.9714, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.8000, 0.8621],
       device='cuda:2')","tensor(0.9505, device='cuda:2')","tensor(0.9494, device='cuda:2')"
8,1.285522,1.149841,0.327703,0.102910,0.000025,1.076178,0.951012,0.300438,0.095122,"tensor(0.9595, device='cuda:2')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8621],
       device='cuda:2')","tensor(0.9542, device='cuda:2')","tensor(0.9555, device='cuda:2')"
9,1.182656,1.052254,0.312538,0.099148,0.000025,0.971733,0.851676,0.301063,0.089950,"tensor(0.9676, device='cuda:2')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.8800, 0.8966],
       device='cuda:2')","tensor(0.9638, device='cuda:2')","tensor(0.9635, device='cuda:2')"
