epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.445725,2.226974,0.096387,0.208480,0.930749,2.417240,2.219564,0.107991,0.196596,"tensor(0.0973, device='cuda:1')","tensor([0.4839, 0.0000, 0.2159, 0.0000, 0.0000, 0.0000, 0.0000, 0.0400, 0.0000],
       device='cuda:1')","tensor(0.0439, device='cuda:1')","tensor(0.0328, device='cuda:1')"
1,2.365504,2.152358,0.095368,0.205426,0.676639,2.240310,2.051990,0.119860,0.187122,"tensor(0.5946, device='cuda:1')","tensor([1.0000, 0.6000, 0.9659, 0.6136, 0.0690, 0.9583, 0.7750, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.5017, device='cuda:1')","tensor(0.5561, device='cuda:1')"
2,2.148755,1.938090,0.150736,0.201702,0.745530,1.929797,1.746706,0.223647,0.180854,"tensor(0.8459, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 0.9655, 1.0000, 1.0000, 0.1400, 0.7586],
       device='cuda:1')","tensor(0.8163, device='cuda:1')","tensor(0.8673, device='cuda:1')"
3,1.823485,1.618340,0.239392,0.194600,0.815109,1.498746,1.318936,0.282822,0.176982,"tensor(0.8865, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.3600, 0.8276],
       device='cuda:1')","tensor(0.8710, device='cuda:1')","tensor(0.8908, device='cuda:1')"
4,1.439902,1.245107,0.283664,0.182445,0.951330,1.036013,0.863540,0.298388,0.169489,"tensor(0.9297, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 1.0000, 1.0000, 1.0000, 1.0000, 0.6600, 0.8276],
       device='cuda:1')","tensor(0.9245, device='cuda:1')","tensor(0.9241, device='cuda:1')"
5,1.121848,0.941082,0.273908,0.168075,0.995145,0.706827,0.550236,0.289195,0.153699,"tensor(0.9676, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 1.0000, 1.0000, 1.0000, 1.0000, 0.8800, 0.9310],
       device='cuda:1')","tensor(0.9668, device='cuda:1')","tensor(0.9630, device='cuda:1')"
6,0.929995,0.765006,0.292571,0.152886,0.917765,0.525294,0.380543,0.325507,0.141495,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9755, device='cuda:1')","tensor(0.9741, device='cuda:1')"
7,0.816585,0.659306,0.309450,0.144337,0.984801,0.420078,0.284163,0.296513,0.132949,"tensor(0.9730, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9545, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9718, device='cuda:1')","tensor(0.9710, device='cuda:1')"
8,0.736772,0.592617,0.289094,0.131427,0.983815,0.367210,0.238167,0.281556,0.126228,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9753, device='cuda:1')","tensor(0.9753, device='cuda:1')"
9,0.686529,0.550899,0.272758,0.123020,0.988251,0.339904,0.218286,0.272764,0.118890,"tensor(0.9703, device='cuda:1')","tensor([1.0000, 0.9143, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9702, device='cuda:1')","tensor(0.9701, device='cuda:1')"
10,0.662873,0.529409,0.263156,0.120872,0.996098,0.335906,0.218708,0.257336,0.114624,"tensor(0.9730, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9729, device='cuda:1')","tensor(0.9720, device='cuda:1')"
11,0.644524,0.515982,0.247731,0.116060,1.000449,0.345601,0.230144,0.246150,0.112995,"tensor(0.9676, device='cuda:1')","tensor([1.0000, 0.9429, 0.9432, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9696, device='cuda:1')","tensor(0.9684, device='cuda:1')"
12,0.636823,0.512073,0.233745,0.112483,0.992966,0.323105,0.210501,0.238583,0.110218,"tensor(0.9730, device='cuda:1')","tensor([1.0000, 0.9429, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9746, device='cuda:1')","tensor(0.9739, device='cuda:1')"
13,0.630665,0.505612,0.225472,0.112178,1.062022,0.289847,0.179473,0.231379,0.108060,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9779, device='cuda:1')","tensor(0.9776, device='cuda:1')"
14,0.625212,0.502354,0.219335,0.109317,1.134732,0.304122,0.194610,0.229086,0.107221,"tensor(0.9730, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:1')","tensor(0.9709, device='cuda:1')","tensor(0.9707, device='cuda:1')"
15,0.618497,0.497691,0.206878,0.107706,1.103107,0.309566,0.201679,0.218598,0.105700,"tensor(0.9730, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9721, device='cuda:1')","tensor(0.9702, device='cuda:1')"
16,0.616423,0.496376,0.202554,0.106804,1.121797,0.306307,0.198541,0.215602,0.105610,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9746, device='cuda:1')","tensor(0.9739, device='cuda:1')"
17,0.612475,0.493850,0.191722,0.105496,1.121130,0.301510,0.193961,0.209494,0.105454,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9746, device='cuda:1')","tensor(0.9739, device='cuda:1')"
18,0.609920,0.492946,0.186467,0.104201,1.090758,0.304247,0.197236,0.209190,0.104919,"tensor(0.9730, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:1')","tensor(0.9707, device='cuda:1')","tensor(0.9703, device='cuda:1')"
19,0.607627,0.492005,0.182359,0.103231,1.056682,0.294759,0.188927,0.204593,0.103786,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:1')","tensor(0.9746, device='cuda:1')","tensor(0.9739, device='cuda:1')"
