epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.353219,2.170353,0.161775,0.181243,0.000518,2.307108,2.137311,0.169276,0.168104,"tensor(0.4297, device='cuda:1')","tensor([0.0000, 0.8571, 0.4432, 0.3864, 0.6552, 1.0000, 0.5000, 0.1000, 0.1724],
       device='cuda:1')","tensor(0.4181, device='cuda:1')","tensor(0.4949, device='cuda:1')"
1,2.289565,2.112292,0.172089,0.175551,0.000157,2.243733,2.077156,0.190025,0.164677,"tensor(0.6432, device='cuda:1')","tensor([0.1935, 0.9143, 0.7614, 0.7045, 0.9655, 1.0000, 0.8250, 0.1000, 0.4138],
       device='cuda:1')","tensor(0.6067, device='cuda:1')","tensor(0.7366, device='cuda:1')"
2,2.228239,2.056342,0.195325,0.169942,0.000143,2.177001,2.015142,0.219692,0.159663,"tensor(0.7270, device='cuda:1')","tensor([0.4839, 0.9429, 0.8295, 0.8636, 1.0000, 1.0000, 0.9750, 0.0800, 0.4828],
       device='cuda:1')","tensor(0.6868, device='cuda:1')","tensor(0.7832, device='cuda:1')"
3,2.165939,1.999629,0.232267,0.163987,0.000141,2.107879,1.951423,0.264363,0.153812,"tensor(0.7892, device='cuda:1')","tensor([0.8387, 0.9429, 0.8750, 0.9318, 1.0000, 1.0000, 1.0000, 0.1000, 0.5862],
       device='cuda:1')","tensor(0.7590, device='cuda:1')","tensor(0.8241, device='cuda:1')"
4,2.099867,1.940076,0.288233,0.156907,0.000135,2.035117,1.884912,0.319511,0.147010,"tensor(0.8108, device='cuda:1')","tensor([0.9355, 0.9429, 0.8977, 0.9545, 1.0000, 1.0000, 1.0000, 0.1000, 0.6552],
       device='cuda:1')","tensor(0.7805, device='cuda:1')","tensor(0.8364, device='cuda:1')"
5,2.031477,1.878936,0.349252,0.149047,0.000126,1.961595,1.817358,0.371893,0.140518,"tensor(0.8243, device='cuda:1')","tensor([0.9677, 0.9429, 0.8977, 0.9545, 1.0000, 1.0000, 1.0000, 0.1600, 0.6897],
       device='cuda:1')","tensor(0.7995, device='cuda:1')","tensor(0.8436, device='cuda:1')"
6,1.963701,1.817783,0.401137,0.141905,0.000118,1.887715,1.749110,0.416570,0.134439,"tensor(0.8378, device='cuda:1')","tensor([0.9677, 0.9429, 0.9318, 0.9773, 1.0000, 1.0000, 1.0000, 0.1800, 0.6897],
       device='cuda:1')","tensor(0.8108, device='cuda:1')","tensor(0.8508, device='cuda:1')"
7,1.898042,1.758122,0.445597,0.135463,0.000113,1.817008,1.683444,0.453374,0.129031,"tensor(0.8486, device='cuda:1')","tensor([1.0000, 0.9429, 0.9318, 0.9773, 1.0000, 1.0000, 1.0000, 0.2200, 0.7241],
       device='cuda:1')","tensor(0.8250, device='cuda:1')","tensor(0.8554, device='cuda:1')"
8,1.835491,1.700876,0.474573,0.129868,0.000111,1.751790,1.622814,0.473262,0.124243,"tensor(0.8676, device='cuda:1')","tensor([1.0000, 0.9429, 0.9432, 0.9773, 1.0000, 1.0000, 1.0000, 0.3200, 0.7586],
       device='cuda:1')","tensor(0.8477, device='cuda:1')","tensor(0.8639, device='cuda:1')"
9,1.778429,1.648452,0.489295,0.125083,0.000110,1.691739,1.566778,0.486793,0.120093,"tensor(0.8757, device='cuda:1')","tensor([1.0000, 0.9429, 0.9432, 0.9773, 1.0000, 1.0000, 1.0000, 0.3800, 0.7586],
       device='cuda:1')","tensor(0.8585, device='cuda:1')","tensor(0.8700, device='cuda:1')"
10,1.725709,1.599486,0.500671,0.121215,0.000110,1.634986,1.513719,0.493747,0.116330,"tensor(0.8892, device='cuda:1')","tensor([1.0000, 0.9429, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.4600, 0.7586],
       device='cuda:1')","tensor(0.8737, device='cuda:1')","tensor(0.8794, device='cuda:1')"
11,1.675340,1.552390,0.497117,0.117978,0.000110,1.580375,1.462229,0.489206,0.113254,"tensor(0.9000, device='cuda:1')","tensor([1.0000, 0.9429, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.5200, 0.7931],
       device='cuda:1')","tensor(0.8877, device='cuda:1')","tensor(0.8902, device='cuda:1')"
12,1.627298,1.507299,0.497164,0.115026,0.000109,1.528803,1.413333,0.487271,0.110597,"tensor(0.9081, device='cuda:1')","tensor([1.0000, 0.9714, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.5600, 0.7931],
       device='cuda:1')","tensor(0.8967, device='cuda:1')","tensor(0.8980, device='cuda:1')"
13,1.581431,1.463968,0.490513,0.112557,0.000108,1.477811,1.365129,0.483287,0.107849,"tensor(0.9108, device='cuda:1')","tensor([1.0000, 0.9714, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.5800, 0.7931],
       device='cuda:1')","tensor(0.9003, device='cuda:1')","tensor(0.9012, device='cuda:1')"
14,1.537076,1.421934,0.483698,0.110304,0.000107,1.429166,1.318746,0.474166,0.105678,"tensor(0.9189, device='cuda:1')","tensor([1.0000, 0.9714, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.6200, 0.8276],
       device='cuda:1')","tensor(0.9105, device='cuda:1')","tensor(0.9104, device='cuda:1')"
15,1.494718,1.381378,0.469282,0.108646,0.000107,1.384043,1.275247,0.465178,0.104144,"tensor(0.9297, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.6600, 0.8621],
       device='cuda:1')","tensor(0.9216, device='cuda:1')","tensor(0.9199, device='cuda:1')"
16,1.454145,1.342372,0.459292,0.107179,0.000104,1.339382,1.232290,0.452903,0.102563,"tensor(0.9351, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.6800, 0.8621],
       device='cuda:1')","tensor(0.9265, device='cuda:1')","tensor(0.9248, device='cuda:1')"
17,1.414441,1.304427,0.450734,0.105505,0.000102,1.296344,1.191035,0.442701,0.100883,"tensor(0.9405, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.7200, 0.8621],
       device='cuda:1')","tensor(0.9324, device='cuda:1')","tensor(0.9298, device='cuda:1')"
18,1.376592,1.268043,0.436091,0.104187,0.000100,1.254688,1.150724,0.428056,0.099684,"tensor(0.9459, device='cuda:1')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.7400, 0.8621],
       device='cuda:1')","tensor(0.9381, device='cuda:1')","tensor(0.9364, device='cuda:1')"
19,1.341041,1.233761,0.424328,0.103035,0.000098,1.214254,1.111777,0.421787,0.098260,"tensor(0.9514, device='cuda:1')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.8000, 0.8621],
       device='cuda:1')","tensor(0.9451, device='cuda:1')","tensor(0.9415, device='cuda:1')"
20,1.306687,1.200743,0.416246,0.101781,0.000096,1.175595,1.074347,0.411227,0.097136,"tensor(0.9486, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8000, 0.8621],
       device='cuda:1')","tensor(0.9434, device='cuda:1')","tensor(0.9389, device='cuda:1')"
21,1.273363,1.168605,0.406031,0.100697,0.000096,1.139700,1.039386,0.403722,0.096277,"tensor(0.9514, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8200, 0.8621],
       device='cuda:1')","tensor(0.9462, device='cuda:1')","tensor(0.9417, device='cuda:1')"
22,1.242029,1.138249,0.396352,0.099816,0.000097,1.103700,1.004518,0.393452,0.095248,"tensor(0.9568, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8621],
       device='cuda:1')","tensor(0.9520, device='cuda:1')","tensor(0.9479, device='cuda:1')"
